filename,class,xmin,ymin,xmax,ymax
279.png,Solar Panels,899,675,1025,783
279.png,Body,908,771,1015,863
280.png,Solar Panels,881,842,1040,891
280.png,Body,908,760,1015,844
281.png,Solar Panels,901,850,1027,905
281.png,Solar Panels,882,731,1039,813
281.png,Body,907,814,1016,874
282.png,Solar Panels,896,864,1029,1006
282.png,Solar Panels,886,602,1035,805
282.png,Body,906,774,1017,864
283.png,Solar Panels,894,835,1030,1067
283.png,Solar Panels,892,544,1028,783
283.png,Body,906,772,1017,834
284.png,Solar Panels,888,798,1037,1058
284.png,Solar Panels,894,559,1027,752
284.png,Body,906,753,1017,827
285.png,Solar Panels,884,793,1042,964
285.png,Solar Panels,896,628,1025,733
285.png,Body,907,728,1016,811
286.png,Solar Panels,883,771,1042,809
286.png,Body,908,722,1015,832
287.png,Solar Panels,900,809,1021,844
287.png,Solar Panels,886,653,1039,742
287.png,Body,908,741,1015,840
288.png,Solar Panels,897,739,1024,954
288.png,Solar Panels,891,557,1034,735
288.png,Body,908,734,1015,836
289.png,Solar Panels,1033,755,1405,827
289.png,Solar Panels,507,754,863,826
289.png,Body,909,764,1003,827
290.png,Solar Panels,1013,756,1207,828
290.png,Solar Panels,1281,756,1415,828
290.png,Solar Panels,1212,756,1277,828
290.png,Solar Panels,517,754,905,826
290.png,Body,919,764,1013,827
291.png,Solar Panels,684,608,1202,956
291.png,Body,826,758,1009,837
292.png,Solar Panels,825,575,998,998
292.png,Body,819,762,1041,844
293.png,Solar Panels,1004,797,1219,867
293.png,Solar Panels,1061,806,1136,854
293.png,Solar Panels,543,748,890,840
293.png,Body,840,764,1036,856
294.png,Solar Panels,942,549,1104,1056
294.png,Body,887,767,1098,832
295.png,Solar Panels,514,703,1369,957
295.png,Solar Panels,584,892,628,934
295.png,Body,897,753,1016,869
296.png,Solar Panels,1005,788,1258,856
296.png,Solar Panels,516,761,898,843
296.png,Body,845,764,1032,853
297.png,Solar Panels,545,613,1393,970
297.png,Solar Panels,611,640,671,685
297.png,Body,897,745,1038,832
298.png,Solar Panels,778,673,1070,987
298.png,Body,823,762,1019,850
299.png,Solar Panels,673,829,988,1015
299.png,Solar Panels,1053,640,1295,795
299.png,Body,887,762,1089,862
300.png,Solar Panels,884,752,925,838
300.png,Body,822,752,1036,828
301.png,Solar Panels,510,761,865,778
301.png,Body,903,720,1009,836
302.png,Solar Panels,807,622,1280,981
302.png,Solar Panels,835,645,913,719
302.png,Body,882,736,1099,833
303.png,Solar Panels,559,612,1272,972
303.png,Body,863,726,1023,829
304.png,Solar Panels,866,731,943,889
304.png,Body,827,763,1035,830
305.png,Solar Panels,689,765,856,837
305.png,Solar Panels,923,758,1195,845
305.png,Body,825,767,967,834
306.png,Solar Panels,695,563,1183,1039
306.png,Body,868,767,1023,852
307.png,Solar Panels,728,572,1075,1062
307.png,Body,823,765,1017,848
308.png,Solar Panels,605,653,1353,1012
308.png,Body,898,753,1063,868
309.png,Solar Panels,600,698,1264,986
309.png,Body,899,769,1032,871
310.png,Solar Panels,625,732,1113,885
310.png,Body,845,764,1039,830
311.png,Solar Panels,1014,769,1439,891
311.png,Solar Panels,1273,810,1300,859
311.png,Solar Panels,622,695,930,800
311.png,Solar Panels,561,685,637,758
311.png,Body,906,750,1039,832
312.png,Solar Panels,654,644,1273,976
312.png,Body,838,746,1023,833
313.png,Solar Panels,856,727,1014,959
313.png,Body,843,752,1020,859
314.png,Solar Panels,623,591,1368,963
314.png,Body,899,732,1060,831
315.png,Solar Panels,923,583,1134,1000
315.png,Body,896,763,1098,849
316.png,Solar Panels,994,661,1066,891
316.png,Body,889,756,1099,831
317.png,Solar Panels,772,735,1370,866
317.png,Solar Panels,494,704,797,805
317.png,Body,892,756,1015,830
318.png,Solar Panels,813,601,1187,1062
318.png,Body,903,760,1099,855
319.png,Solar Panels,554,655,1340,963
319.png,Body,901,754,1038,870
320.png,Solar Panels,542,610,1343,992
320.png,Body,894,745,1031,832
321.png,Solar Panels,604,571,1182,995
321.png,Solar Panels,1004,691,1023,710
321.png,Body,828,737,1038,826
322.png,Solar Panels,620,779,892,886
322.png,Solar Panels,979,750,1134,828
322.png,Body,842,765,1013,845
323.png,Solar Panels,961,648,1067,1003
323.png,Body,895,762,1096,836
324.png,Solar Panels,983,544,1062,1069
324.png,Body,899,772,1101,826
325.png,Solar Panels,690,579,1209,1026
325.png,Body,898,735,1049,832
326.png,Solar Panels,693,556,1264,1026
326.png,Body,896,759,1075,832
327.png,Solar Panels,512,768,872,868
327.png,Solar Panels,1013,741,1213,824
327.png,Solar Panels,1199,724,1419,812
327.png,Body,916,764,1017,829
328.png,Solar Panels,746,572,1139,1032
328.png,Body,899,734,1026,833
329.png,Solar Panels,492,762,928,874
329.png,Solar Panels,1018,685,1418,787
329.png,Body,910,727,1021,834
330.png,Solar Panels,576,782,970,897
330.png,Solar Panels,1068,732,1354,830
330.png,Body,897,763,1073,849
331.png,Solar Panels,1013,783,1403,923
331.png,Solar Panels,528,661,927,801
331.png,Body,906,759,1021,834
332.png,Solar Panels,721,575,1100,1059
332.png,Body,848,761,1020,834
333.png,Solar Panels,738,774,1193,889
333.png,Body,902,758,1088,870
333.png,Body,997,789,1023,805
334.png,Solar Panels,646,779,868,873
334.png,Solar Panels,939,717,1270,832
334.png,Body,833,764,995,844
335.png,Solar Panels,555,783,965,902
335.png,Solar Panels,1062,725,1367,828
335.png,Body,898,763,1067,849
336.png,Solar Panels,568,619,1325,1011
336.png,Body,845,759,1027,856
337.png,Solar Panels,564,701,1379,865
337.png,Solar Panels,1124,781,1306,847
337.png,Body,860,726,1017,837
338.png,Solar Panels,622,714,1117,889
338.png,Body,832,751,1040,831
339.png,Solar Panels,852,542,966,1068
339.png,Body,823,770,1033,833
340.png,Solar Panels,848,722,1115,846
340.png,Body,952,728,1089,802
341.png,Solar Panels,1071,804,1364,929
341.png,Solar Panels,693,628,917,731
341.png,Solar Panels,639,603,694,633
341.png,Body,911,724,1072,839
342.png,Solar Panels,719,540,1130,1057
342.png,Body,841,752,1021,825
343.png,Solar Panels,801,705,1298,875
343.png,Body,883,763,1092,837
344.png,Solar Panels,1040,804,1415,954
344.png,Solar Panels,615,693,1045,857
344.png,Body,897,762,1054,854
345.png,Solar Panels,775,711,1296,910
345.png,Body,884,766,1092,872
346.png,Solar Panels,923,538,1114,1022
346.png,Body,888,754,1094,829
347.png,Solar Panels,813,698,1129,991
347.png,Body,896,767,1072,866
348.png,Solar Panels,751,739,1209,873
348.png,Body,956,763,1095,829
349.png,Solar Panels,1072,763,1231,842
349.png,Solar Panels,732,735,999,832
349.png,Body,959,764,1095,827
350.png,Solar Panels,649,587,1164,996
350.png,Body,842,731,1021,835
351.png,Solar Panels,1012,780,1331,905
351.png,Solar Panels,507,668,909,806
351.png,Body,875,755,1014,833
352.png,Solar Panels,674,598,1135,1055
352.png,Body,849,763,1028,845
353.png,Solar Panels,667,550,1144,1025
353.png,Body,830,749,1022,828
354.png,Solar Panels,682,663,1202,955
354.png,Body,900,751,1041,876
355.png,Solar Panels,962,729,1064,850
355.png,Body,885,765,1097,832
356.png,Solar Panels,916,812,1037,927
356.png,Solar Panels,918,582,1059,743
356.png,Body,907,730,1044,823
357.png,Solar Panels,723,746,1157,869
357.png,Body,829,765,960,832
358.png,Solar Panels,1021,754,1437,836
358.png,Solar Panels,590,766,913,842
358.png,Body,904,766,1046,831
359.png,Solar Panels,1027,779,1396,934
359.png,Solar Panels,666,658,922,790
359.png,Body,910,744,1070,831
360.png,Solar Panels,738,552,1070,1024
360.png,Body,829,761,1020,834
361.png,Solar Panels,524,761,892,859
361.png,Solar Panels,989,739,1234,823
361.png,Body,848,759,1032,829
362.png,Solar Panels,612,587,1290,1033
362.png,Body,847,759,1025,841
363.png,Solar Panels,709,743,1356,927
363.png,Body,890,757,1072,869
364.png,Solar Panels,719,555,1088,1025
364.png,Body,829,763,1018,834
365.png,Solar Panels,557,649,1333,1004
365.png,Body,893,757,1021,859
366.png,Solar Panels,815,701,952,946
366.png,Body,819,762,1036,839
367.png,Solar Panels,581,608,1276,924
367.png,Body,882,733,1012,832
368.png,Solar Panels,978,856,1272,995
368.png,Solar Panels,613,674,864,793
368.png,Body,835,771,1036,869
369.png,Solar Panels,668,750,1170,891
369.png,Body,882,764,1022,873
370.png,Solar Panels,659,603,1166,1048
370.png,Body,831,760,1004,858
371.png,Solar Panels,1019,781,1421,874
371.png,Solar Panels,613,756,918,836
371.png,Body,908,765,1055,848
372.png,Solar Panels,539,790,930,944
372.png,Solar Panels,1007,649,1395,800
372.png,Body,907,759,1024,832
373.png,Solar Panels,806,655,1023,891
373.png,Body,819,748,1039,832
374.png,Solar Panels,722,706,1285,930
374.png,Body,895,754,1051,874
375.png,Solar Panels,709,642,1341,919
375.png,Body,901,719,1074,841
376.png,Solar Panels,947,762,1325,853
376.png,Solar Panels,684,757,845,833
376.png,Solar Panels,589,755,681,827
376.png,Body,844,766,1005,832
377.png,Solar Panels,1034,762,1290,864
377.png,Solar Panels,805,741,934,817
377.png,Body,914,760,1072,828
378.png,Solar Panels,965,775,1382,881
378.png,Solar Panels,667,748,866,833
378.png,Solar Panels,557,740,665,817
378.png,Body,866,764,1014,844
IMG_7579.png,Solar Panels,1648,1459,3845,2419
IMG_7579.png,Solar Panels,291,1315,1251,1914
IMG_7579.png,Body,1243,1115,1853,2048
IMG_7592.png,Solar Panels,1851,1411,2208,1693
IMG_7592.png,Body,2205,1271,2489,1718
IMG_7592.png,Solar Panels,2396,1425,3382,1815
IMG_7586.png,Solar Panels,45,1236,1788,1805
IMG_7586.png,Body,1771,964,2183,1847
IMG_7587.png,Solar Panels,1634,1131,3765,2064
IMG_7587.png,Solar Panels,551,1219,1257,1727
IMG_7587.png,Body,1238,905,1815,1797
IMG_7593.png,Solar Panels,1307,1190,2034,1607
IMG_7593.png,Solar Panels,2335,1228,4005,1864
IMG_7593.png,Body,2033,984,2441,1646
IMG_7578.png,Solar Panels,2086,1483,4027,2064
IMG_7578.png,Solar Panels,1,1816,1608,2355
IMG_7578.png,Body,1564,1330,2130,2004
IMG_7585.png,Solar Panels,15,1480,1500,2856
IMG_7585.png,Solar Panels,2325,570,3023,1491
IMG_7585.png,Body,1203,336,2306,2199
IMG_7591.png,Solar Panels,47,1142,1942,1729
IMG_7591.png,Solar Panels,2284,1204,3947,1738
IMG_7591.png,Body,1936,905,2292,1809
IMG_7590.png,Solar Panels,153,1346,1652,1808
IMG_7590.png,Solar Panels,1920,1395,3180,1812
IMG_7590.png,Body,1656,1164,1941,1864
IMG_7584.png,Solar Panels,13,1089,2621,2249
IMG_7584.png,Solar Panels,3036,1208,3859,1792
IMG_7584.png,Body,2378,841,3133,1918
IMG_7580.png,Solar Panels,1915,1410,2047,1759
IMG_7580.png,Solar Panels,2207,1552,2853,2447
IMG_7580.png,Body,2024,1305,2382,1929
IMG_7594.png,Solar Panels,1603,953,2048,1397
IMG_7594.png,Solar Panels,2338,1013,3909,1855
IMG_7594.png,Body,2050,751,2496,1460
IMG_7595.png,Solar Panels,583,1365,1578,1909
IMG_7595.png,Solar Panels,1948,1467,4026,2310
IMG_7595.png,Body,1572,1163,2064,1993
IMG_7581.png,Solar Panels,1722,1508,3017,2269
IMG_7581.png,Solar Panels,5,1584,1093,2335
IMG_7581.png,Body,1044,953,1787,2445
IMG_7583.png,Solar Panels,61,1336,1795,1880
IMG_7583.png,Solar Panels,2112,1377,3663,1885
IMG_7583.png,Body,1772,1100,2151,1917
IMG_7582.png,Solar Panels,2766,1159,3779,1724
IMG_7582.png,Solar Panels,11,1147,2334,2033
IMG_7582.png,Body,2180,850,2768,1798
IMG_7596.png,Solar Panels,964,1340,1914,1676
IMG_7596.png,Solar Panels,2516,1410,3091,1743
IMG_7596.png,Body,1903,1252,2125,1635
IMG_7571.png,Solar Panels,788,1280,1970,1658
IMG_7571.png,Solar Panels,2200,1269,3210,1621
IMG_7571.png,Body,1954,1101,2220,1641
IMG_7573.png,Solar Panels,2189,1285,3658,1756
IMG_7573.png,Solar Panels,565,1298,1895,1749
IMG_7573.png,Body,1888,1067,2209,1779
IMG_7583.png,Solar Panels,61,1336,1795,1880
IMG_7583.png,Solar Panels,2112,1377,3663,1885
IMG_7583.png,Body,1772,1100,2151,1917
IMG_7582.png,Solar Panels,2766,1159,3779,1724
IMG_7582.png,Solar Panels,11,1147,2334,2033
IMG_7582.png,Body,2180,850,2768,1798
IMG_7596.png,Solar Panels,964,1340,1914,1676
IMG_7596.png,Solar Panels,2516,1410,3091,1743
IMG_7596.png,Body,1903,1252,2125,1635
IMG_7571.png,Solar Panels,788,1280,1970,1658
IMG_7571.png,Solar Panels,2200,1269,3210,16211
IMG_7571.png,Body,1954,1101,2220,1641
IMG_7573.png,Solar Panels,2189,1285,3658,1756
IMG_7573.png,Solar Panels,565,1298,1895,1749
IMG_7573.png,Body,1888,1067,2209,1779
