filename,class,xmin,ymin,xmax,ymax
116.png,Solar Panels,503,360,1602,801
116.png,Body,864,491,1100,616
116.png,Large Antenna,826,614,891,659
116.png,Large Antenna,1038,438,1120,472
116.png,Small Antenna,862,465,1070,622
116.png,Small Antenna,1067,524,1096,545
117.png,Solar Panels,834,272,1284,918
117.png,Body,851,493,1147,613
117.png,Body,1068,546,1094,572
117.png,Large Antenna,830,582,863,626
117.png,Large Antenna,1064,464,1150,503
117.png,Small Antenna,996,487,1092,570
117.png,Small Antenna,851,546,912,600
118.png,Solar Panels,771,545,1064,894
118.png,Solar Panels,973,229,1199,477
118.png,Body,859,457,1143,586
118.png,Large Antenna,1076,570,1157,607
118.png,Large Antenna,791,456,838,503
118.png,Small Antenna,831,485,1083,589
118.png,Small Antenna,936,465,970,482
119.png,Solar Panels,607,489,806,592
119.png,Solar Panels,903,480,1296,618
119.png,Body,765,498,958,587
119.png,Large Antenna,917,628,980,671
119.png,Large Antenna,920,412,982,454
119.png,Small Antenna,914,582,992,631
119.png,Small Antenna,915,450,993,502
120.png,Solar Panels,369,484,844,522
120.png,Solar Panels,1044,452,1660,499
120.png,Body,884,428,1052,601
120.png,Large Antenna,1035,542,1082,566
120.png,Large Antenna,841,495,926,532
120.png,Small Antenna,877,523,983,547
121.png,Solar Panels,977,486,1664,640
121.png,Solar Panels,327,408,866,538
121.png,Body,856,443,1050,587
121.png,Large Antenna,852,614,938,641
121.png,Large Antenna,996,431,1073,476
121.png,Small Antenna,848,472,1063,617
122.png,Solar Panels,573,275,1400,881
122.png,Body,846,488,1157,621
122.png,Large Antenna,983,605,1040,623
122.png,Large Antenna,900,452,960,488
122.png,Small Antenna,902,479,1060,564
123.png,Solar Panels,335,486,966,646
123.png,Solar Panels,1104,437,1536,565
123.png,Body,870,469,1125,587
123.png,Large Antenna,980,624,1062,662
123.png,Large Antenna,887,412,957,459
123.png,Small Antenna,893,454,1093,629
124.png,Solar Panels,366,471,832,567
124.png,Solar Panels,939,467,1623,579
124.png,Body,821,458,1046,584
124.png,Large Antenna,879,622,963,655
124.png,Large Antenna,970,419,1043,464
124.png,Small Antenna,844,460,1038,625
125.png,Solar Panels,886,564,1035,825
125.png,Solar Panels,888,250,1037,507
125.png,Body,900,508,1023,568
125.png,Large Antenna,777,520,837,556
125.png,Large Antenna,1086,519,1146,555
125.png,Small Antenna,1007,501,1093,575
125.png,Small Antenna,830,501,916,575
126.png,Solar Panels,857,564,989,830
126.png,Solar Panels,861,245,993,536
126.png,Body,843,508,1031,568
126.png,Large Antenna,1070,520,1103,555
126.png,Large Antenna,783,519,853,556
126.png,Small Antenna,850,500,913,575
126.png,Small Antenna,1018,517,1075,559
127.png,Solar Panels,856,239,940,836
127.png,Body,805,508,1047,568
127.png,Large Antenna,839,518,904,557
127.png,Small Antenna,869,500,942,576
127.png,Small Antenna,1001,517,1032,557
128.png,Body,807,508,1042,567
128.png,Large Antenna,929,518,976,557
128.png,Small Antenna,896,499,915,576
129.png,Solar Panels,861,231,935,844
129.png,Body,801,508,1022,568
129.png,Large Antenna,1020,519,1043,557
129.png,Small Antenna,934,499,1032,577
130.png,Solar Panels,857,564,992,844
130.png,Solar Panels,857,231,991,511
130.png,Body,833,508,1023,568
130.png,Large Antenna,791,520,837,555
130.png,Large Antenna,1073,519,1115,556
130.png,Small Antenna,979,499,1076,577
131.png,Solar Panels,883,565,1041,841
131.png,Solar Panels,880,234,1038,511
131.png,Body,897,508,1024,568
131.png,Large Antenna,1085,520,1148,556
131.png,Large Antenna,773,519,836,555
131.png,Small Antenna,1014,499,1092,576
131.png,Small Antenna,829,499,907,576
132.png,Solar Panels,930,565,1067,844
132.png,Solar Panels,927,231,1063,511
132.png,Body,897,508,1088,568
132.png,Large Antenna,1084,520,1130,556
132.png,Large Antenna,806,518,848,556
132.png,Small Antenna,845,499,942,577
133.png,Solar Panels,983,231,1064,844
133.png,Body,877,508,1120,568
133.png,Large Antenna,878,518,902,556
133.png,Small Antenna,889,499,987,577
134.png,Body,879,508,1115,568
134.png,Large Antenna,946,518,993,556
134.png,Small Antenna,1007,499,1026,576
135.png,Solar Panels,985,239,1063,836
135.png,Body,898,508,1118,569
135.png,Large Antenna,1018,518,1084,556
135.png,Small Antenna,980,500,1053,576
135.png,Small Antenna,890,516,921,558
136.png,Solar Panels,933,564,1063,830
136.png,Solar Panels,933,245,1063,509
136.png,Body,896,508,1080,569
136.png,Large Antenna,820,520,853,555
136.png,Large Antenna,1070,518,1140,556
136.png,Small Antenna,1010,500,1073,575
136.png,Small Antenna,848,516,905,559
137.png,Solar Panels,576,321,1407,669
137.png,Body,881,460,1032,575
137.png,Large Antenna,1040,571,1097,590
137.png,Large Antenna,807,478,867,514
137.png,Small Antenna,854,504,1055,582
138.png,Solar Panels,758,338,989,713
138.png,Body,796,497,1050,604
138.png,Large Antenna,981,591,1017,628
138.png,Large Antenna,880,463,933,488
138.png,Small Antenna,907,482,1014,594
139.png,Solar Panels,578,356,1222,699
139.png,Body,844,455,1036,589
139.png,Body,955,520,989,538
139.png,Large Antenna,805,524,859,546
139.png,Large Antenna,1069,520,1116,549
139.png,Small Antenna,996,528,1073,557
140.png,Solar Panels,458,372,1492,726
140.png,Body,898,498,1051,604
140.png,Large Antenna,1005,595,1070,630
140.png,Large Antenna,862,452,926,481
140.png,Small Antenna,882,475,971,541
141.png,Solar Panels,448,456,1469,700
141.png,Solar Panels,1128,489,1321,554
141.png,Solar Panels,1341,474,1394,510
141.png,Body,890,490,1025,627
141.png,Large Antenna,979,579,1048,617
141.png,Small Antenna,889,498,1022,586
142.png,Solar Panels,1009,506,1055,581
142.png,Solar Panels,653,483,875,586
142.png,Body,844,506,1050,575
142.png,Large Antenna,925,610,973,644
142.png,Large Antenna,930,438,977,468
142.png,Small Antenna,948,467,990,613
143.png,Solar Panels,937,604,1145,784
143.png,Solar Panels,774,289,1031,547
143.png,Body,893,505,1068,618
143.png,Large Antenna,791,557,845,592
143.png,Large Antenna,1078,503,1145,531
143.png,Small Antenna,836,508,1086,575
144.png,Solar Panels,1043,509,1468,639
144.png,Solar Panels,452,378,943,512
144.png,Body,896,453,1059,577
144.png,Large Antenna,918,582,970,598
144.png,Small Antenna,908,521,985,586
145.png,Solar Panels,458,453,1490,669
145.png,Body,900,502,1023,603
145.png,Large Antenna,875,601,941,639
145.png,Large Antenna,969,457,1033,479
145.png,Small Antenna,878,475,1018,606
146.png,Solar Panels,869,569,1040,841
146.png,Solar Panels,819,263,985,542
146.png,Body,852,507,1031,574
146.png,Large Antenna,780,521,850,559
146.png,Large Antenna,1071,519,1107,554
146.png,Small Antenna,1017,515,1076,558
146.png,Small Antenna,847,506,913,559
147.png,Solar Panels,654,495,895,518
147.png,Solar Panels,999,478,1409,509
147.png,Body,891,451,1058,588
147.png,Large Antenna,1059,542,1119,562
147.png,Large Antenna,807,506,864,534
147.png,Small Antenna,860,527,937,545
148.png,Solar Panels,818,479,1024,501
148.png,Body,889,494,1024,588
148.png,Body,885,454,1015,485
148.png,Large Antenna,777,533,838,555
148.png,Large Antenna,1090,517,1142,541
148.png,Small Antenna,1022,534,1092,550
149.png,Solar Panels,685,437,1508,679
149.png,Solar Panels,562,412,710,510
149.png,Body,884,496,1075,583
149.png,Large Antenna,905,606,962,636
149.png,Large Antenna,973,442,1039,477
149.png,Small Antenna,908,473,1020,612
150.png,Solar Panels,707,257,1129,715
150.png,Body,864,465,1031,588
150.png,Large Antenna,779,554,844,580
150.png,Large Antenna,1083,488,1129,523
150.png,Small Antenna,838,508,1084,573
151.png,Solar Panels,861,571,973,735
151.png,Solar Panels,833,256,968,504
151.png,Body,821,475,1036,582
151.png,Large Antenna,800,570,868,597
151.png,Large Antenna,1053,485,1077,520
151.png,Small Antenna,863,506,1060,584
152.png,Solar Panels,1000,232,1056,843
152.png,Body,875,508,1122,569
152.png,Large Antenna,895,521,929,560
152.png,Small Antenna,912,501,1000,578
153.png,Solar Panels,1052,504,1251,596
153.png,Solar Panels,1244,512,1464,606
153.png,Solar Panels,426,467,942,579
153.png,Body,896,503,1056,578
153.png,Large Antenna,912,610,975,645
153.png,Large Antenna,938,437,1003,472
153.png,Small Antenna,903,469,996,614
154.png,Solar Panels,1102,503,1152,581
154.png,Solar Panels,849,484,1027,590
154.png,Body,993,505,1117,575
154.png,Large Antenna,944,613,991,645
154.png,Large Antenna,942,438,989,472
154.png,Small Antenna,936,469,967,614
155.png,Solar Panels,678,245,1144,824
155.png,Body,798,493,1054,580
155.png,Large Antenna,1015,554,1048,589
155.png,Small Antenna,913,511,1034,583
156.png,Solar Panels,838,454,977,653
156.png,Body,800,493,1050,575
156.png,Large Antenna,902,618,925,638
156.png,Large Antenna,959,437,998,470
156.png,Small Antenna,902,470,1000,511
157.png,Solar Panels,549,351,1371,754
157.png,Body,879,486,1100,581
157.png,Large Antenna,1018,595,1083,626
157.png,Large Antenna,860,447,908,482
157.png,Small Antenna,885,476,1040,602
158.png,Solar Panels,937,581,1288,758
158.png,Solar Panels,644,433,849,531
158.png,Body,832,489,1035,629
158.png,Large Antenna,1048,550,1087,579
158.png,Large Antenna,810,514,879,539
158.png,Small Antenna,876,515,1059,583
159.png,Solar Panels,886,247,1192,818
159.png,Body,890,489,1122,574
159.png,Large Antenna,957,494,1009,533
159.png,Small Antenna,938,486,1044,559
160.png,Solar Panels,699,446,1245,744
160.png,Body,846,508,1037,624
160.png,Large Antenna,1068,541,1107,568
160.png,Large Antenna,785,518,850,544
160.png,Small Antenna,1029,536,1069,554
160.png,Small Antenna,849,516,923,542
161.png,Solar Panels,689,424,1387,611
161.png,Body,891,451,1079,579
161.png,Large Antenna,1058,543,1118,563
161.png,Large Antenna,815,508,866,537
161.png,Small Antenna,861,528,1068,565
162.png,Solar Panels,1176,534,1501,624
162.png,Solar Panels,1028,514,1189,558
162.png,Solar Panels,468,398,937,495
162.png,Body,903,452,1060,567
162.png,Large Antenna,900,554,965,576
162.png,Small Antenna,908,548,989,572
163.png,Solar Panels,721,310,1375,721
163.png,Body,894,494,1103,579
163.png,Large Antenna,1010,600,1076,629
163.png,Large Antenna,867,457,904,490
163.png,Small Antenna,884,484,1064,603
164.png,Solar Panels,427,527,922,684
164.png,Solar Panels,1012,418,1429,561
164.png,Solar Panels,1387,403,1510,500
164.png,Body,899,501,1034,589
164.png,Large Antenna,985,604,1051,640
164.png,Large Antenna,882,441,948,474
164.png,Small Antenna,881,469,1054,609
165.png,Solar Panels,662,267,1307,820
165.png,Body,883,504,1063,604
165.png,Large Antenna,1063,562,1125,597
165.png,Large Antenna,794,493,849,526
165.png,Small Antenna,1039,534,1069,579
165.png,Small Antenna,844,505,924,574
166.png,Solar Panels,624,428,1444,740
166.png,Body,884,496,1075,616
166.png,Large Antenna,838,591,887,628
166.png,Large Antenna,1037,474,1101,494
166.png,Small Antenna,871,488,1056,597
166.png,Small Antenna,1050,538,1070,554
167.png,Solar Panels,540,385,1472,653
167.png,Body,884,451,1059,593
167.png,Large Antenna,832,541,889,566
167.png,Large Antenna,1044,505,1077,521
167.png,Small Antenna,871,540,948,566
168.png,Solar Panels,637,510,926,608
168.png,Solar Panels,1036,461,1485,578
168.png,Body,880,504,1091,579
168.png,Large Antenna,950,614,1010,644
168.png,Large Antenna,932,440,989,472
168.png,Small Antenna,925,469,999,614
169.png,Solar Panels,595,465,1016,638
169.png,Solar Panels,1026,432,1122,498
169.png,Body,801,466,1054,578
169.png,Body,907,493,940,509
169.png,Large Antenna,853,595,911,613
169.png,Large Antenna,1007,450,1042,487
169.png,Small Antenna,896,485,1029,598
170.png,Solar Panels,676,268,1354,747
170.png,Body,870,472,1113,576
170.png,Large Antenna,999,512,1065,548
170.png,Small Antenna,906,522,1020,567
171.png,Solar Panels,912,569,1110,785
171.png,Solar Panels,805,231,1022,513
171.png,Body,892,488,1028,577
171.png,Large Antenna,782,531,838,565
171.png,Large Antenna,1084,507,1146,543
171.png,Small Antenna,832,497,904,565
171.png,Small Antenna,1003,489,1090,559
172.png,Solar Panels,868,384,1195,805
172.png,Body,880,496,1100,616
172.png,Large Antenna,834,578,866,613
172.png,Large Antenna,1056,482,1124,506
172.png,Small Antenna,998,497,1065,566
172.png,Small Antenna,859,548,914,588
173.png,Solar Panels,858,436,1191,763
173.png,Body,885,491,1079,619
173.png,Large Antenna,815,572,851,607
173.png,Large Antenna,1068,493,1136,512
173.png,Small Antenna,847,501,1073,581
174.png,Solar Panels,845,379,953,787
174.png,Body,800,502,1041,600
174.png,Large Antenna,967,595,1004,628
174.png,Large Antenna,892,458,945,486
174.png,Small Antenna,886,485,1006,601
175.png,Solar Panels,864,520,1040,775
175.png,Solar Panels,839,324,981,482
175.png,Body,835,464,1024,574
175.png,Large Antenna,791,564,857,589
175.png,Large Antenna,1073,487,1113,523
175.png,Small Antenna,851,508,1079,580
176.png,Solar Panels,697,286,1246,775
176.png,Body,848,500,1035,611
176.png,Large Antenna,1072,565,1124,602
176.png,Large Antenna,789,483,854,511
176.png,Small Antenna,851,496,1078,578
177.png,Solar Panels,578,355,1350,672
177.png,Body,819,482,1016,581
177.png,Large Antenna,957,603,1009,634
177.png,Large Antenna,912,444,969,478
177.png,Small Antenna,935,473,1012,607
178.png,Solar Panels,441,578,927,671
178.png,Solar Panels,1041,500,1435,575
178.png,Body,898,499,1038,631
178.png,Large Antenna,1015,560,1081,594
178.png,Large Antenna,863,508,907,525
178.png,Small Antenna,963,541,1044,568
179.png,Solar Panels,462,404,1364,721
179.png,Body,845,490,1032,628
179.png,Large Antenna,870,539,895,555
179.png,Large Antenna,1016,525,1070,553
179.png,Small Antenna,968,520,1029,549
180.png,Solar Panels,501,565,889,643
180.png,Solar Panels,990,486,1493,583
180.png,Body,874,510,1036,629
180.png,Large Antenna,1024,574,1074,605
180.png,Small Antenna,884,497,966,526
181.png,Solar Panels,429,471,1519,655
181.png,Body,901,506,1030,622
181.png,Large Antenna,984,595,1036,623
181.png,Large Antenna,893,469,961,487
181.png,Small Antenna,906,485,989,521
182.png,Solar Panels,718,345,1292,807
182.png,Body,872,505,1121,611
182.png,Large Antenna,931,480,1016,600
182.png,Small Antenna,939,501,1004,566
183.png,Solar Panels,406,503,896,613
183.png,Solar Panels,1012,476,1365,574
183.png,Body,854,505,1031,578
183.png,Large Antenna,933,610,994,642
183.png,Large Antenna,909,438,973,472
183.png,Small Antenna,916,468,1000,613
184.png,Solar Panels,732,324,1337,773
184.png,Body,901,509,1113,617
184.png,Large Antenna,852,537,891,571
184.png,Large Antenna,1040,515,1089,541
184.png,Small Antenna,883,524,1002,560
185.png,Solar Panels,623,303,1119,709
185.png,Body,809,485,1025,585
185.png,Large Antenna,839,598,904,625
185.png,Large Antenna,1022,458,1053,492
185.png,Small Antenna,858,485,1039,603
186.png,Solar Panels,991,514,1254,622
186.png,Solar Panels,1046,531,1063,589
186.png,Solar Panels,471,436,882,571
186.png,Body,828,504,1018,579
186.png,Large Antenna,910,610,970,643
186.png,Large Antenna,956,441,1007,470
186.png,Small Antenna,929,470,1011,615
187.png,Solar Panels,898,591,1023,779
187.png,Solar Panels,900,298,1025,488
187.png,Body,910,514,1013,564
187.png,Large Antenna,1066,523,1115,553
187.png,Large Antenna,808,523,857,553
187.png,Small Antenna,852,507,1071,569
188.png,Solar Panels,875,560,985,782
188.png,Solar Panels,877,294,988,537
188.png,Body,862,514,1017,563
188.png,Large Antenna,1052,523,1080,553
188.png,Large Antenna,813,523,871,554
188.png,Small Antenna,869,520,1056,556
189.png,Solar Panels,874,290,943,786
189.png,Body,831,514,1011,563
189.png,Large Antenna,860,522,914,554
189.png,Small Antenna,909,519,1021,556
190.png,Body,833,514,997,563
190.png,Large Antenna,935,522,973,554
191.png,Solar Panels,877,285,939,792
191.png,Body,828,514,1009,563
191.png,Large Antenna,1009,523,1029,554
191.png,Small Antenna,984,519,1020,556
192.png,Solar Panels,875,561,986,792
192.png,Solar Panels,875,285,986,516
192.png,Body,855,514,1013,563
192.png,Large Antenna,1054,523,1088,554
192.png,Large Antenna,819,523,858,553
192.png,Small Antenna,997,520,1057,556
193.png,Solar Panels,896,590,1027,790
193.png,Solar Panels,894,287,1025,487
193.png,Body,908,514,1013,563
193.png,Large Antenna,1065,523,1117,553
193.png,Large Antenna,804,523,857,553
193.png,Small Antenna,1005,506,1070,570
193.png,Small Antenna,851,506,916,570
194.png,Solar Panels,936,561,1049,792
194.png,Solar Panels,933,285,1046,516
194.png,Body,905,514,1066,564
194.png,Large Antenna,1063,524,1103,553
194.png,Large Antenna,833,522,867,553
194.png,Small Antenna,865,520,924,556
195.png,Solar Panels,980,284,1047,792
195.png,Body,909,514,1093,564
195.png,Large Antenna,893,522,912,553
195.png,Small Antenna,901,520,938,557
196.png,Body,923,513,1089,563
196.png,Large Antenna,949,522,987,554
197.png,Solar Panels,981,290,1046,786
197.png,Body,915,513,1092,564
197.png,Large Antenna,1009,522,1062,553
197.png,Small Antenna,902,520,1013,557
198.png,Solar Panels,937,560,1046,782
198.png,Solar Panels,938,294,1046,515
198.png,Body,908,513,1060,564
198.png,Large Antenna,842,524,871,553
198.png,Large Antenna,1052,522,1110,553
198.png,Small Antenna,866,520,1054,556
199.png,Solar Panels,744,319,1164,763
199.png,Body,902,506,1037,598
199.png,Large Antenna,817,555,866,585
199.png,Large Antenna,1060,507,1114,532
199.png,Small Antenna,858,512,1067,571
200.png,Solar Panels,848,342,1205,680
200.png,Body,903,489,1085,575
200.png,Large Antenna,1017,585,1072,606
200.png,Large Antenna,877,474,900,503
200.png,Small Antenna,889,497,1027,590
201.png,Solar Panels,881,599,1029,748
201.png,Solar Panels,913,421,1038,525
201.png,Body,908,515,1023,604
201.png,Large Antenna,812,534,853,559
201.png,Large Antenna,1065,525,1118,548
201.png,Small Antenna,853,521,1070,552
202.png,Solar Panels,1021,559,1399,590
202.png,Solar Panels,624,558,894,585
202.png,Body,903,502,1045,615
202.png,Large Antenna,866,560,915,588
202.png,Small Antenna,895,546,960,564
203.png,Solar Panels,846,576,989,764
203.png,Solar Panels,887,398,1008,521
203.png,Body,869,515,1016,603
203.png,Large Antenna,1057,550,1090,579
203.png,Large Antenna,810,506,864,528
203.png,Small Antenna,862,511,1061,564
204.png,Solar Panels,1042,519,1410,626
204.png,Solar Panels,853,508,1041,581
204.png,Solar Panels,1247,550,1271,603
204.png,Solar Panels,506,466,852,569
204.png,Body,893,509,1007,580
204.png,Large Antenna,906,597,960,626
204.png,Large Antenna,950,456,1005,484
204.png,Small Antenna,914,482,1014,599
205.png,Solar Panels,511,545,818,664
205.png,Solar Panels,781,479,1145,611
205.png,Solar Panels,1111,429,1401,545
205.png,Body,908,509,1025,582
205.png,Large Antenna,971,596,1026,625
205.png,Large Antenna,888,460,941,488
205.png,Small Antenna,892,484,1009,600
206.png,Solar Panels,1023,507,1362,597
206.png,Solar Panels,510,431,921,531
206.png,Body,896,476,1014,578
206.png,Large Antenna,979,467,1033,498
206.png,Small Antenna,900,496,1023,586
207.png,Solar Panels,824,447,1072,551
207.png,Body,904,470,1037,577
207.png,Large Antenna,1067,541,1116,559
207.png,Large Antenna,820,515,860,537
207.png,Small Antenna,857,513,1036,547
208.png,Solar Panels,1030,500,1150,584
208.png,Body,889,513,1046,570
208.png,Large Antenna,950,602,988,627
208.png,Large Antenna,950,456,988,483
208.png,Small Antenna,939,481,967,602
209.png,Solar Panels,982,510,1085,575
209.png,Solar Panels,664,498,888,580
209.png,Body,856,512,1035,570
209.png,Large Antenna,935,599,975,627
209.png,Large Antenna,931,455,972,480
209.png,Small Antenna,946,480,986,601
210.png,Solar Panels,590,405,1236,635
210.png,Body,865,467,1024,582
210.png,Large Antenna,1037,522,1077,546
210.png,Small Antenna,983,532,1041,553
211.png,Solar Panels,869,484,1220,633
211.png,Body,883,510,1068,580
211.png,Large Antenna,926,601,960,627
211.png,Large Antenna,973,460,1018,485
211.png,Small Antenna,925,482,990,601
212.png,Solar Panels,778,361,1188,631
212.png,Body,898,471,1020,567
212.png,Large Antenna,1061,540,1104,561
212.png,Large Antenna,809,516,860,541
212.png,Small Antenna,854,522,1063,563
213.png,Solar Panels,968,603,1184,760
213.png,Solar Panels,636,365,857,517
213.png,Body,833,514,1014,597
213.png,Large Antenna,915,524,963,552
214.png,Solar Panels,591,503,902,587
214.png,Solar Panels,524,516,589,592
214.png,Solar Panels,1003,481,1292,561
214.png,Body,875,498,1012,571
214.png,Large Antenna,932,596,982,619
214.png,Large Antenna,944,455,994,485
214.png,Small Antenna,936,482,1002,599
215.png,Solar Panels,834,358,1242,701
215.png,Body,908,507,1092,584
215.png,Large Antenna,929,474,1009,618
215.png,Small Antenna,928,493,983,593
216.png,Solar Panels,767,516,885,535
216.png,Solar Panels,1020,464,1238,497
216.png,Body,874,465,1027,582
216.png,Large Antenna,828,544,883,561
216.png,Large Antenna,1045,510,1085,533
217.png,Solar Panels,1034,507,1245,608
217.png,Solar Panels,847,482,939,550
217.png,Body,885,502,1066,573
217.png,Large Antenna,962,601,1004,623
217.png,Large Antenna,935,455,974,485
217.png,Small Antenna,930,482,981,602
218.png,Solar Panels,741,457,1124,590
218.png,Body,824,496,1029,571
218.png,Large Antenna,907,598,952,622
218.png,Large Antenna,958,457,994,484
218.png,Small Antenna,934,565,973,599
219.png,Solar Panels,851,340,944,778
219.png,Body,827,508,1032,577
219.png,Large Antenna,900,481,998,594
219.png,Small Antenna,935,500,965,536
220.png,Solar Panels,501,530,899,636
220.png,Solar Panels,1023,476,1351,573
220.png,Body,887,509,1012,584
220.png,Large Antenna,966,595,1018,626
220.png,Large Antenna,891,467,946,488
220.png,Small Antenna,907,485,1013,597
221.png,Solar Panels,871,318,936,791
221.png,Body,829,513,1034,576
221.png,Large Antenna,874,497,1016,578
221.png,Small Antenna,918,506,952,544
222.png,Solar Panels,681,315,1213,701
222.png,Body,900,483,1029,573
222.png,Large Antenna,828,558,874,580
222.png,Large Antenna,1055,498,1104,528
222.png,Small Antenna,869,516,1059,573
223.png,Solar Panels,700,312,1128,776
223.png,Body,827,512,1015,587
223.png,Large Antenna,1008,514,1037,542
223.png,Small Antenna,975,513,1016,549
224.png,Solar Panels,1001,506,1277,587
224.png,Solar Panels,526,461,903,556
224.png,Solar Panels,716,488,746,539
224.png,Body,865,493,1011,572
224.png,Large Antenna,899,596,952,616
224.png,Large Antenna,978,457,1023,488
224.png,Small Antenna,920,484,1017,599
225.png,Solar Panels,609,521,846,623
225.png,Solar Panels,983,403,1282,528
225.png,Body,839,477,1031,572
225.png,Body,934,533,962,550
225.png,Large Antenna,959,473,999,494
225.png,Small Antenna,922,558,976,588
226.png,Solar Panels,789,315,1203,706
226.png,Body,883,482,1094,568
226.png,Body,996,510,1021,528
226.png,Large Antenna,895,506,1060,577
226.png,Small Antenna,970,541,1009,572
227.png,Solar Panels,1051,554,1289,589
227.png,Solar Panels,594,545,943,586
227.png,Body,896,517,1056,614
227.png,Small Antenna,966,506,1033,528
228.png,Solar Panels,870,428,950,722
228.png,Body,832,512,1034,594
228.png,Large Antenna,1009,580,1028,609
228.png,Large Antenna,860,477,912,496
228.png,Small Antenna,904,492,1023,585
229.png,Solar Panels,786,321,1141,794
229.png,Body,903,514,1022,580
229.png,Large Antenna,811,549,862,579
229.png,Large Antenna,1061,511,1109,539
229.png,Small Antenna,857,516,1065,571
230.png,Solar Panels,789,454,1275,654
230.png,Body,890,512,1080,615
230.png,Large Antenna,862,561,896,590
230.png,Large Antenna,1026,505,1077,521
230.png,Small Antenna,889,542,941,567
231.png,Solar Panels,819,398,1065,690
231.png,Body,844,517,1028,610
231.png,Large Antenna,1044,573,1072,603
231.png,Large Antenna,827,493,881,511
231.png,Small Antenna,877,504,1047,580
232.png,Solar Panels,907,462,1167,634
232.png,Body,900,500,1089,573
232.png,Large Antenna,964,598,998,619
232.png,Large Antenna,936,454,972,484
232.png,Small Antenna,930,480,973,599
233.png,Solar Panels,876,295,1144,746
233.png,Body,884,495,1099,569
233.png,Large Antenna,992,551,1042,579
233.png,Small Antenna,963,538,996,574
234.png,Solar Panels,778,313,1011,777
234.png,Body,828,500,1035,573
234.png,Large Antenna,935,500,975,531
234.png,Small Antenna,956,513,985,550
235.png,Solar Panels,549,580,922,634
235.png,Solar Panels,1049,527,1313,567
235.png,Body,896,500,1028,616
235.png,Large Antenna,1015,540,1069,563
235.png,Large Antenna,855,530,898,549
235.png,Small Antenna,963,532,1027,549
236.png,Solar Panels,867,424,1212,616
236.png,Body,901,498,1071,569
236.png,Large Antenna,982,598,1029,620
236.png,Large Antenna,912,459,942,488
236.png,Small Antenna,916,486,995,599
237.png,Solar Panels,757,416,1134,578
237.png,Body,899,467,1040,583
237.png,Large Antenna,1062,535,1113,555
237.png,Large Antenna,823,517,861,539
237.png,Small Antenna,860,531,1062,558
238.png,Solar Panels,723,439,1045,701
238.png,Body,825,508,1036,590
238.png,Large Antenna,994,591,1020,620
238.png,Large Antenna,871,469,922,490
238.png,Small Antenna,910,489,1013,593
239.png,Solar Panels,1019,520,1388,644
239.png,Solar Panels,856,500,1017,580
239.png,Solar Panels,532,446,855,559
239.png,Body,870,506,1015,573
239.png,Large Antenna,893,596,948,624
239.png,Large Antenna,963,456,1014,485
239.png,Small Antenna,910,482,1007,598
240.png,Solar Panels,717,532,1189,600
240.png,Solar Panels,976,541,1141,591
240.png,Body,834,507,1006,604
240.png,Large Antenna,1013,593,1042,616
240.png,Small Antenna,902,491,955,522
241.png,Solar Panels,769,317,1253,738
241.png,Body,912,482,1089,575
241.png,Large Antenna,891,518,924,547
241.png,Small Antenna,919,530,949,555
242.png,Solar Panels,719,412,1330,712
242.png,Body,907,505,1072,587
242.png,Large Antenna,876,588,909,616
242.png,Large Antenna,1004,467,1059,491
242.png,Small Antenna,893,486,1021,592
243.png,Solar Panels,599,359,1328,729
243.png,Body,904,505,1026,575
243.png,Large Antenna,1029,580,1079,608
243.png,Large Antenna,852,472,902,498
243.png,Small Antenna,888,492,1043,586
244.png,Solar Panels,923,346,1068,653
244.png,Body,899,482,1084,581
244.png,Large Antenna,1028,573,1084,591
244.png,Large Antenna,874,480,892,509
244.png,Small Antenna,886,502,1034,580
245.png,Solar Panels,683,310,1273,770
245.png,Body,901,499,1051,575
245.png,Large Antenna,833,566,878,594
245.png,Large Antenna,1047,492,1099,521
245.png,Small Antenna,870,508,1055,580
246.png,Solar Panels,891,481,1187,606
246.png,Body,901,500,1084,572
246.png,Large Antenna,966,599,1006,621
246.png,Large Antenna,929,454,964,484
246.png,Small Antenna,926,481,979,600
247.png,Solar Panels,1069,510,1265,577
247.png,Solar Panels,1016,509,1067,577
247.png,Solar Panels,532,499,888,575
247.png,Body,868,513,1011,570
247.png,Large Antenna,937,599,986,627
247.png,Large Antenna,939,456,988,481
247.png,Small Antenna,939,480,997,602
248.png,Solar Panels,512,462,1384,639
248.png,Body,903,517,1034,600
248.png,Large Antenna,884,589,935,619
248.png,Large Antenna,978,470,1034,490
248.png,Small Antenna,895,488,1011,591
249.png,Solar Panels,1020,813,1436,945
249.png,Solar Panels,395,700,919,847
249.png,Body,867,779,1029,893
249.png,Large Antenna,857,912,925,935
249.png,Large Antenna,986,747,1050,786
249.png,Small Antenna,857,781,1032,917
250.png,Solar Panels,539,841,839,979
250.png,Solar Panels,974,636,1333,802
250.png,Body,806,761,1051,885
250.png,Large Antenna,856,788,1030,907
250.png,Small Antenna,907,822,968,893
251.png,Solar Panels,670,587,1068,1080
251.png,Body,789,814,1058,907
251.png,Large Antenna,880,824,942,863
251.png,Small Antenna,859,820,1007,897
252.png,Solar Panels,765,705,1013,989
252.png,Body,813,759,1043,886
252.png,Large Antenna,794,889,824,908
252.png,Large Antenna,1065,777,1097,814
252.png,Small Antenna,1003,807,1072,843
